score, v[0], v[1], v[2], v[3]
40, 2, 3, 10, 25
40, 2, 3, 11, 24
40, 2, 3, 12, 23
40, 2, 3, 13, 22
40, 2, 3, 14, 21
40, 2, 3, 15, 20
40, 2, 3, 16, 19
40, 2, 3, 17, 18
40, 2, 4, 5, 29
40, 2, 4, 6, 28
40, 2, 4, 7, 27
40, 2, 4, 8, 26
40, 2, 4, 9, 25
40, 2, 4, 10, 24
40, 2, 4, 11, 23
40, 2, 4, 12, 22
40, 2, 4, 13, 21
40, 2, 4, 14, 20
40, 2, 4, 15, 19
40, 2, 4, 16, 18
40, 2, 5, 6, 27
40, 2, 5, 7, 26
40, 2, 5, 8, 25
40, 2, 5, 9, 24
40, 2, 5, 10, 23
40, 2, 5, 11, 22
40, 2, 5, 12, 21
40, 2, 5, 13, 20
40, 2, 5, 14, 19
40, 2, 5, 15, 18
40, 2, 5, 16, 17
40, 2, 6, 7, 25
40, 2, 6, 8, 24
40, 2, 6, 9, 23
40, 2, 6, 10, 22
40, 2, 6, 11, 21
40, 2, 6, 12, 20
40, 2, 6, 13, 19
40, 2, 6, 14, 18
40, 2, 6, 15, 17
40, 2, 7, 8, 23
40, 2, 7, 9, 22
40, 2, 7, 10, 21
40, 2, 7, 11, 20
40, 2, 7, 12, 19
40, 2, 7, 13, 18
40, 2, 7, 14, 17
40, 2, 7, 15, 16
40, 2, 8, 9, 21
40, 2, 8, 10, 20
40, 2, 8, 11, 19
40, 2, 8, 12, 18
40, 2, 8, 13, 17
40, 2, 8, 14, 16
40, 2, 9, 10, 19
40, 2, 9, 11, 18
40, 2, 9, 12, 17
40, 2, 9, 13, 16
40, 2, 9, 14, 15
40, 2, 10, 11, 17
40, 2, 10, 12, 16
40, 2, 10, 13, 15
40, 2, 11, 12, 15
40, 2, 11, 13, 14
40, 3, 4, 5, 28
40, 3, 4, 6, 27
40, 3, 4, 7, 26
40, 3, 4, 8, 25
40, 3, 4, 9, 24
40, 3, 4, 10, 23
40, 3, 4, 11, 22
40, 3, 4, 12, 21
40, 3, 4, 13, 20
40, 3, 4, 14, 19
40, 3, 4, 15, 18
40, 3, 4, 16, 17
40, 3, 5, 6, 26
40, 3, 5, 7, 25
40, 3, 5, 8, 24
40, 3, 5, 9, 23
40, 3, 5, 10, 22
40, 3, 5, 11, 21
40, 3, 5, 12, 20
40, 3, 5, 13, 19
40, 3, 5, 14, 18
40, 3, 5, 15, 17
40, 3, 6, 7, 24
40, 3, 6, 8, 23
40, 3, 6, 9, 22
40, 3, 6, 10, 21
40, 3, 6, 11, 20
40, 3, 6, 12, 19
40, 3, 6, 13, 18
40, 3, 6, 14, 17
40, 3, 6, 15, 16
40, 3, 7, 8, 22
40, 3, 7, 9, 21
40, 3, 7, 10, 20
40, 3, 7, 11, 19
40, 3, 7, 12, 18
40, 3, 7, 13, 17
40, 3, 7, 14, 16
40, 3, 8, 9, 20
40, 3, 8, 10, 19
40, 3, 8, 11, 18
40, 3, 8, 12, 17
40, 3, 8, 13, 16
40, 3, 8, 14, 15
40, 3, 9, 10, 18
40, 3, 9, 11, 17
40, 3, 9, 12, 16
40, 3, 9, 13, 15
40, 3, 10, 11, 16
40, 3, 10, 12, 15
40, 3, 10, 13, 14
40, 3, 11, 12, 14
40, 4, 5, 6, 25
40, 4, 5, 7, 24
40, 4, 5, 8, 23
40, 4, 5, 9, 22
40, 4, 5, 10, 21
40, 4, 5, 11, 20
40, 4, 5, 12, 19
40, 4, 5, 13, 18
40, 4, 5, 14, 17
40, 4, 5, 15, 16
40, 4, 6, 7, 23
40, 4, 6, 8, 22
40, 4, 6, 9, 21
40, 4, 6, 10, 20
40, 4, 6, 11, 19
40, 4, 6, 12, 18
40, 4, 6, 13, 17
40, 4, 6, 14, 16
40, 4, 7, 8, 21
40, 4, 7, 9, 20
40, 4, 7, 10, 19
40, 4, 7, 11, 18
40, 4, 7, 12, 17
40, 4, 7, 13, 16
40, 4, 7, 14, 15
40, 4, 8, 9, 19
40, 4, 8, 10, 18
40, 4, 8, 11, 17
40, 4, 8, 12, 16
40, 4, 8, 13, 15
40, 4, 9, 10, 17
40, 4, 9, 11, 16
40, 4, 9, 12, 15
40, 4, 9, 13, 14
40, 4, 10, 11, 15
40, 4, 10, 12, 14
40, 4, 11, 12, 13
40, 5, 6, 7, 22
40, 5, 6, 8, 21
40, 5, 6, 9, 20
40, 5, 6, 10, 19
40, 5, 6, 11, 18
40, 5, 6, 12, 17
40, 5, 6, 13, 16
40, 5, 6, 14, 15
40, 5, 7, 8, 20
40, 5, 7, 9, 19
40, 5, 7, 10, 18
40, 5, 7, 11, 17
40, 5, 7, 12, 16
40, 5, 7, 13, 15
40, 5, 8, 9, 18
40, 5, 8, 10, 17
40, 5, 8, 11, 16
40, 5, 8, 12, 15
40, 5, 8, 13, 14
40, 5, 9, 10, 16
40, 5, 9, 11, 15
40, 5, 9, 12, 14
40, 5, 10, 11, 14
40, 5, 10, 12, 13
40, 6, 7, 8, 19
40, 6, 7, 9, 18
40, 6, 7, 10, 17
40, 6, 7, 11, 16
40, 6, 7, 12, 15
40, 6, 7, 13, 14
40, 6, 8, 9, 17
40, 6, 8, 10, 16
40, 6, 8, 11, 15
40, 6, 8, 12, 14
40, 6, 9, 10, 15
40, 6, 9, 11, 14
40, 6, 9, 12, 13
40, 6, 10, 11, 13
40, 7, 8, 9, 16
40, 7, 8, 10, 15
40, 7, 8, 11, 14
40, 7, 8, 12, 13
40, 7, 9, 10, 14
40, 7, 9, 11, 13
40, 7, 10, 11, 12
40, 8, 9, 10, 13
40, 8, 9, 11, 12
41, 0, 1, 2, 38
41, 0, 1, 3, 37
41, 0, 1, 4, 36
41, 0, 1, 5, 35
41, 0, 1, 6, 34
41, 0, 1, 7, 33
41, 0, 1, 8, 32
41, 0, 1, 9, 31
41, 0, 1, 10, 30
41, 0, 1, 11, 29
41, 0, 1, 12, 28
41, 0, 1, 13, 27
41, 0, 1, 14, 26
41, 0, 1, 15, 25
41, 0, 1, 16, 24
41, 0, 1, 17, 23
41, 0, 1, 18, 22
41, 0, 1, 19, 21
41, 0, 2, 3, 36
41, 0, 2, 4, 35
41, 0, 2, 5, 34
41, 0, 2, 6, 33
41, 0, 2, 7, 32
41, 0, 2, 8, 31
41, 0, 2, 9, 30
41, 0, 2, 10, 29
41, 0, 2, 11, 28
41, 0, 2, 12, 27
41, 0, 2, 13, 26
41, 0, 2, 14, 25
41, 0, 2, 15, 24
41, 0, 2, 16, 23
41, 0, 2, 17, 22
41, 0, 2, 18, 21
41, 0, 2, 19, 20
41, 0, 3, 4, 34
41, 0, 3, 5, 33
41, 0, 3, 6, 32
41, 0, 3, 7, 31
41, 0, 3, 8, 30
41, 0, 3, 9, 29
41, 0, 3, 10, 28
41, 0, 3, 11, 27
41, 0, 3, 12, 26
41, 0, 3, 13, 25
41, 0, 3, 14, 24
41, 0, 3, 15, 23
41, 0, 3, 16, 22
41, 0, 3, 17, 21
41, 0, 3, 18, 20
41, 0, 4, 5, 32
41, 0, 4, 6, 31
41, 0, 4, 7, 30
41, 0, 4, 8, 29
41, 0, 4, 9, 28
41, 0, 4, 10, 27
41, 0, 4, 11, 26
41, 0, 4, 12, 25
41, 0, 4, 13, 24
41, 0, 4, 14, 23
41, 0, 4, 15, 22
41, 0, 4, 16, 21
41, 0, 4, 17, 20
41, 0, 4, 18, 19
41, 0, 5, 6, 30
41, 0, 5, 7, 29
41, 0, 5, 8, 28
41, 0, 5, 9, 27
41, 0, 5, 10, 26
41, 0, 5, 11, 25
41, 0, 5, 12, 24
41, 0, 5, 13, 23
41, 0, 5, 14, 22
41, 0, 5, 15, 21
41, 0, 5, 16, 20
41, 0, 5, 17, 19
41, 0, 6, 7, 28
41, 0, 6, 8, 27
41, 0, 6, 9, 26
41, 0, 6, 10, 25
41, 0, 6, 11, 24
41, 0, 6, 12, 23
41, 0, 6, 13, 22
41, 0, 6, 14, 21
41, 0, 6, 15, 20
41, 0, 6, 16, 19
41, 0, 6, 17, 18
41, 0, 7, 8, 26
41, 0, 7, 9, 25
41, 0, 7, 10, 24
41, 0, 7, 11, 23
41, 0, 7, 12, 22
41, 0, 7, 13, 21
41, 0, 7, 14, 20
41, 0, 7, 15, 19
41, 0, 7, 16, 18
41, 0, 8, 9, 24
41, 0, 8, 10, 23
41, 0, 8, 11, 22
41, 0, 8, 12, 21
41, 0, 8, 13, 20
41, 0, 8, 14, 19
41, 0, 8, 15, 18
41, 0, 8, 16, 17
41, 0, 9, 10, 22
41, 0, 9, 11, 21
41, 0, 9, 12, 20
41, 0, 9, 13, 19
41, 0, 9, 14, 18
41, 0, 9, 15, 17
41, 0, 10, 11, 20
41, 0, 10, 12, 19
41, 0, 10, 13, 18
41, 0, 10, 14, 17
41, 0, 10, 15, 16
41, 0, 11, 12, 18
41, 0, 11, 13, 17
41, 0, 11, 14, 16
41, 0, 12, 13, 16
41, 0, 12, 14, 15
41, 1, 2, 3, 35
41, 1, 2, 4, 34
41, 1, 2, 5, 33
41, 1, 2, 6, 32
41, 1, 2, 7, 31
41, 1, 2, 8, 30
41, 1, 2, 9, 29
41, 1, 2, 10, 28
41, 1, 2, 11, 27
41, 1, 2, 12, 26
41, 1, 2, 13, 25
41, 1, 2, 14, 24
41, 1, 2, 15, 23
41, 1, 2, 16, 22
41, 1, 2, 17, 21
41, 1, 2, 18, 20
41, 1, 3, 4, 33
41, 1, 3, 5, 32
41, 1, 3, 6, 31
41, 1, 3, 7, 30
41, 1, 3, 8, 29
41, 1, 3, 9, 28
41, 1, 3, 10, 27
41, 1, 3, 11, 26
41, 1, 3, 12, 25
41, 1, 3, 13, 24
41, 1, 3, 14, 23
41, 1, 3, 15, 22
41, 1, 3, 16, 21
41, 1, 3, 17, 20
41, 1, 3, 18, 19
41, 1, 4, 5, 31
41, 1, 4, 6, 30
41, 1, 4, 7, 29
41, 1, 4, 8, 28
41, 1, 4, 9, 27
41, 1, 4, 10, 26
41, 1, 4, 11, 25
41, 1, 4, 12, 24
41, 1, 4, 13, 23
41, 1, 4, 14, 22
41, 1, 4, 15, 21
41, 1, 4, 16, 20
41, 1, 4, 17, 19
41, 1, 5, 6, 29
41, 1, 5, 7, 28
41, 1, 5, 8, 27
41, 1, 5, 9, 26
41, 1, 5, 10, 25
41, 1, 5, 11, 24
41, 1, 5, 12, 23
41, 1, 5, 13, 22
41, 1, 5, 14, 21
41, 1, 5, 15, 20
41, 1, 5, 16, 19
41, 1, 5, 17, 18
41, 1, 6, 7, 27
41, 1, 6, 8, 26
41, 1, 6, 9, 25
41, 1, 6, 10, 24
41, 1, 6, 11, 23
41, 1, 6, 12, 22
41, 1, 6, 13, 21
41, 1, 6, 14, 20
41, 1, 6, 15, 19
41, 1, 6, 16, 18
41, 1, 7, 8, 25
41, 1, 7, 9, 24
41, 1, 7, 10, 23
41, 1, 7, 11, 22
41, 1, 7, 12, 21
41, 1, 7, 13, 20
41, 1, 7, 14, 19
41, 1, 7, 15, 18
41, 1, 7, 16, 17
41, 1, 8, 9, 23
41, 1, 8, 10, 22
41, 1, 8, 11, 21
41, 1, 8, 12, 20
41, 1, 8, 13, 19
41, 1, 8, 14, 18
41, 1, 8, 15, 17
41, 1, 9, 10, 21
41, 1, 9, 11, 20
41, 1, 9, 12, 19
41, 1, 9, 13, 18
41, 1, 9, 14, 17
41, 1, 9, 15, 16
41, 1, 10, 11, 19
41, 1, 10, 12, 18
41, 1, 10, 13, 17
41, 1, 10, 14, 16
41, 1, 11, 12, 17
41, 1, 11, 13, 16
41, 1, 11, 14, 15
41, 1, 12, 13, 15
41, 2, 3, 4, 32
41, 2, 3, 5, 31
41, 2, 3, 6, 30
41, 2, 3, 7, 29
41, 2, 3, 8, 28
41, 2, 3, 9, 27
41, 2, 3, 10, 26
41, 2, 3, 11, 25
41, 2, 3, 12, 24
41, 2, 3, 13, 23
41, 2, 3, 14, 22
41, 2, 3, 15, 21
41, 2, 3, 16, 20
41, 2, 3, 17, 19
41, 2, 4, 5, 30
41, 2, 4, 6, 29
41, 2, 4, 7, 28
41, 2, 4, 8, 27
41, 2, 4, 9, 26
41, 2, 4, 10, 25
41, 2, 4, 11, 24
41, 2, 4, 12, 23
41, 2, 4, 13, 22
41, 2, 4, 14, 21
41, 2, 4, 15, 20
41, 2, 4, 16, 19
41, 2, 4, 17, 18
41, 2, 5, 6, 28
41, 2, 5, 7, 27
41, 2, 5, 8, 26
41, 2, 5, 9, 25
41, 2, 5, 10, 24
41, 2, 5, 11, 23
41, 2, 5, 12, 22
41, 2, 5, 13, 21
41, 2, 5, 14, 20
41, 2, 5, 15, 19
41, 2, 5, 16, 18
41, 2, 6, 7, 26
41, 2, 6, 8, 25
41, 2, 6, 9, 24
41, 2, 6, 10, 23
41, 2, 6, 11, 22
41, 2, 6, 12, 21
41, 2, 6, 13, 20
41, 2, 6, 14, 19
41, 2, 6, 15, 18
41, 2, 6, 16, 17
41, 2, 7, 8, 24
41, 2, 7, 9, 23
41, 2, 7, 10, 22
41, 2, 7, 11, 21
41, 2, 7, 12, 20
41, 2, 7, 13, 19
41, 2, 7, 14, 18
41, 2, 7, 15, 17
41, 2, 8, 9, 22
41, 2, 8, 10, 21
41, 2, 8, 11, 20
41, 2, 8, 12, 19
41, 2, 8, 13, 18
41, 2, 8, 14, 17
41, 2, 8, 15, 16
41, 2, 9, 10, 20
41, 2, 9, 11, 19
41, 2, 9, 12, 18
41, 2, 9, 13, 17
41, 2, 9, 14, 16
41, 2, 10, 11, 18
41, 2, 10, 12, 17
41, 2, 10, 13, 16
41, 2, 10, 14, 15
41, 2, 11, 12, 16
41, 2, 11, 13, 15
41, 2, 12, 13, 14
41, 3, 4, 5, 29
41, 3, 4, 6, 28
41, 3, 4, 7, 27
41, 3, 4, 8, 26
41, 3, 4, 9, 25
41, 3, 4, 10, 24
41, 3, 4, 11, 23
41, 3, 4, 12, 22
41, 3, 4, 13, 21
41, 3, 4, 14, 20
41, 3, 4, 15, 19
41, 3, 4, 16, 18
41, 3, 5, 6, 27
41, 3, 5, 7, 26
41, 3, 5, 8, 25
41, 3, 5, 9, 24
41, 3, 5, 10, 23
41, 3, 5, 11, 22
41, 3, 5, 12, 21
41, 3, 5, 13, 20
41, 3, 5, 14, 19
41, 3, 5, 15, 18
41, 3, 5, 16, 17
41, 3, 6, 7, 25
41, 3, 6, 8, 24
41, 3, 6, 9, 23
41, 3, 6, 10, 22
41, 3, 6, 11, 21
41, 3, 6, 12, 20
41, 3, 6, 13, 19
41, 3, 6, 14, 18
41, 3, 6, 15, 17
41, 3, 7, 8, 23
41, 3, 7, 9, 22
41, 3, 7, 10, 21
41, 3, 7, 11, 20
41, 3, 7, 12, 19
41, 3, 7, 13, 18
41, 3, 7, 14, 17
41, 3, 7, 15, 16
41, 3, 8, 9, 21
41, 3, 8, 10, 20
41, 3, 8, 11, 19
41, 3, 8, 12, 18
41, 3, 8, 13, 17
41, 3, 8, 14, 16
41, 3, 9, 10, 19
41, 3, 9, 11, 18
41, 3, 9, 12, 17
41, 3, 9, 13, 16
41, 3, 9, 14, 15
41, 3, 10, 11, 17
41, 3, 10, 12, 16
41, 3, 10, 13, 15
41, 3, 11, 12, 15
41, 3, 11, 13, 14
41, 4, 5, 6, 26
41, 4, 5, 7, 25
41, 4, 5, 8, 24
41, 4, 5, 9, 23
41, 4, 5, 10, 22
41, 4, 5, 11, 21
41, 4, 5, 12, 20
41, 4, 5, 13, 19
41, 4, 5, 14, 18
41, 4, 5, 15, 17
41, 4, 6, 7, 24
41, 4, 6, 8, 23
41, 4, 6, 9, 22
41, 4, 6, 10, 21
41, 4, 6, 11, 20
41, 4, 6, 12, 19
41, 4, 6, 13, 18
41, 4, 6, 14, 17
41, 4, 6, 15, 16
41, 4, 7, 8, 22
41, 4, 7, 9, 21
41, 4, 7, 10, 20
41, 4, 7, 11, 19
41, 4, 7, 12, 18
41, 4, 7, 13, 17
41, 4, 7, 14, 16
41, 4, 8, 9, 20
41, 4, 8, 10, 19
41, 4, 8, 11, 18
41, 4, 8, 12, 17
41, 4, 8, 13, 16
41, 4, 8, 14, 15
41, 4, 9, 10, 18
41, 4, 9, 11, 17
41, 4, 9, 12, 16
41, 4, 9, 13, 15
41, 4, 10, 11, 16
41, 4, 10, 12, 15
41, 4, 10, 13, 14
41, 4, 11, 12, 14
41, 5, 6, 7, 23
41, 5, 6, 8, 22
41, 5, 6, 9, 21
41, 5, 6, 10, 20
41, 5, 6, 11, 19
41, 5, 6, 12, 18
41, 5, 6, 13, 17
41, 5, 6, 14, 16
41, 5, 7, 8, 21
41, 5, 7, 9, 20
41, 5, 7, 10, 19
41, 5, 7, 11, 18
41, 5, 7, 12, 17
41, 5, 7, 13, 16
41, 5, 7, 14, 15
41, 5, 8, 9, 19
41, 5, 8, 10, 18
41, 5, 8, 11, 17
41, 5, 8, 12, 16
41, 5, 8, 13, 15
41, 5, 9, 10, 17
41, 5, 9, 11, 16
41, 5, 9, 12, 15
41, 5, 9, 13, 14
41, 5, 10, 11, 15
41, 5, 10, 12, 14
41, 5, 11, 12, 13
41, 6, 7, 8, 20
41, 6, 7, 9, 19
41, 6, 7, 10, 18
41, 6, 7, 11, 17
41, 6, 7, 12, 16
41, 6, 7, 13, 15
41, 6, 8, 9, 18
41, 6, 8, 10, 17
41, 6, 8, 11, 16
41, 6, 8, 12, 15
41, 6, 8, 13, 14
41, 6, 9, 10, 16
41, 6, 9, 11, 15
41, 6, 9, 12, 14
41, 6, 10, 11, 14
41, 6, 10, 12, 13
41, 7, 8, 9, 17
41, 7, 8, 10, 16
41, 7, 8, 11, 15
41, 7, 8, 12, 14
41, 7, 9, 10, 15
41, 7, 9, 11, 14
41, 7, 9, 12, 13
41, 7, 10, 11, 13
41, 8, 9, 10, 14
41, 8, 9, 11, 13
41, 8, 10, 11, 12
42, 0, 1, 2, 39
42, 0, 1, 3, 38
42, 0, 1, 4, 37
42, 0, 1, 5, 36
42, 0, 1, 6, 35
42, 0, 1, 7, 34
42, 0, 1, 8, 33
42, 0, 1, 9, 32
42, 0, 1, 10, 31
42, 0, 1, 11, 30
42, 0, 1, 12, 29
42, 0, 1, 13, 28
42, 0, 1, 14, 27
42, 0, 1, 15, 26
42, 0, 1, 16, 25
42, 0, 1, 17, 24
42, 0, 1, 18, 23
42, 0, 1, 19, 22
42, 0, 1, 20, 21
42, 0, 2, 3, 37
42, 0, 2, 4, 36
42, 0, 2, 5, 35
42, 0, 2, 6, 34
42, 0, 2, 7, 33
42, 0, 2, 8, 32
42, 0, 2, 9, 31
42, 0, 2, 10, 30
42, 0, 2, 11, 29
42, 0, 2, 12, 28
42, 0, 2, 13, 27
42, 0, 2, 14, 26
42, 0, 2, 15, 25
42, 0, 2, 16, 24
42, 0, 2, 17, 23
42, 0, 2, 18, 22
42, 0, 2, 19, 21
42, 0, 3, 4, 35
42, 0, 3, 5, 34
42, 0, 3, 6, 33
42, 0, 3, 7, 32
42, 0, 3, 8, 31
42, 0, 3, 9, 30
42, 0, 3, 10, 29
42, 0, 3, 11, 28
42, 0, 3, 12, 27
42, 0, 3, 13, 26
42, 0, 3, 14, 25
42, 0, 3, 15, 24
42, 0, 3, 16, 23
42, 0, 3, 17, 22
42, 0, 3, 18, 21
42, 0, 3, 19, 20
42, 0, 4, 5, 33
42, 0, 4, 6, 32
42, 0, 4, 7, 31
42, 0, 4, 8, 30
42, 0, 4, 9, 29
42, 0, 4, 10, 28
42, 0, 4, 11, 27
42, 0, 4, 12, 26
42, 0, 4, 13, 25
42, 0, 4, 14, 24
42, 0, 4, 15, 23
42, 0, 4, 16, 22
42, 0, 4, 17, 21
42, 0, 4, 18, 20
42, 0, 5, 6, 31
42, 0, 5, 7, 30
42, 0, 5, 8, 29
42, 0, 5, 9, 28
42, 0, 5, 10, 27
42, 0, 5, 11, 26
42, 0, 5, 12, 25
42, 0, 5, 13, 24
42, 0, 5, 14, 23
42, 0, 5, 15, 22
42, 0, 5, 16, 21
42, 0, 5, 17, 20
42, 0, 5, 18, 19
42, 0, 6, 7, 29
42, 0, 6, 8, 28
42, 0, 6, 9, 27
42, 0, 6, 10, 26
42, 0, 6, 11, 25
42, 0, 6, 12, 24
42, 0, 6, 13, 23
42, 0, 6, 14, 22
42, 0, 6, 15, 21
42, 0, 6, 16, 20
42, 0, 6, 17, 19
42, 0, 7, 8, 27
42, 0, 7, 9, 26
42, 0, 7, 10, 25
42, 0, 7, 11, 24
42, 0, 7, 12, 23
42, 0, 7, 13, 22
42, 0, 7, 14, 21
42, 0, 7, 15, 20
42, 0, 7, 16, 19
42, 0, 7, 17, 18
42, 0, 8, 9, 25
42, 0, 8, 10, 24
42, 0, 8, 11, 23
42, 0, 8, 12, 22
42, 0, 8, 13, 21
42, 0, 8, 14, 20
42, 0, 8, 15, 19
42, 0, 8, 16, 18
42, 0, 9, 10, 23
42, 0, 9, 11, 22
42, 0, 9, 12, 21
42, 0, 9, 13, 20
42, 0, 9, 14, 19
42, 0, 9, 15, 18
42, 0, 9, 16, 17
42, 0, 10, 11, 21
42, 0, 10, 12, 20
42, 0, 10, 13, 19
42, 0, 10, 14, 18
42, 0, 10, 15, 17
42, 0, 11, 12, 19
42, 0, 11, 13, 18
42, 0, 11, 14, 17
42, 0, 11, 15, 16
42, 0, 12, 13, 17
42, 0, 12, 14, 16
42, 0, 13, 14, 15
42, 1, 2, 3, 36
42, 1, 2, 4, 35
42, 1, 2, 5, 34
42, 1, 2, 6, 33
42, 1, 2, 7, 32
42, 1, 2, 8, 31
42, 1, 2, 9, 30
42, 1, 2, 10, 29
42, 1, 2, 11, 28
42, 1, 2, 12, 27
42, 1, 2, 13, 26
42, 1, 2, 14, 25
42, 1, 2, 15, 24
42, 1, 2, 16, 23
42, 1, 2, 17, 22
42, 1, 2, 18, 21
42, 1, 2, 19, 20
42, 1, 3, 4, 34
42, 1, 3, 5, 33
42, 1, 3, 6, 32
42, 1, 3, 7, 31
42, 1, 3, 8, 30
42, 1, 3, 9, 29
42, 1, 3, 10, 28
42, 1, 3, 11, 27
42, 1, 3, 12, 26
42, 1, 3, 13, 25
42, 1, 3, 14, 24
42, 1, 3, 15, 23
42, 1, 3, 16, 22
42, 1, 3, 17, 21
42, 1, 3, 18, 20
42, 1, 4, 5, 32
42, 1, 4, 6, 31
42, 1, 4, 7, 30
42, 1, 4, 8, 29
42, 1, 4, 9, 28
42, 1, 4, 10, 27
42, 1, 4, 11, 26
42, 1, 4, 12, 25
42, 1, 4, 13, 24
42, 1, 4, 14, 23
42, 1, 4, 15, 22
42, 1, 4, 16, 21
42, 1, 4, 17, 20
42, 1, 4, 18, 19
42, 1, 5, 6, 30
42, 1, 5, 7, 29
42, 1, 5, 8, 28
42, 1, 5, 9, 27
42, 1, 5, 10, 26
42, 1, 5, 11, 25
42, 1, 5, 12, 24
42, 1, 5, 13, 23
42, 1, 5, 14, 22
42, 1, 5, 15, 21
42, 1, 5, 16, 20
42, 1, 5, 17, 19
42, 1, 6, 7, 28
42, 1, 6, 8, 27
42, 1, 6, 9, 26
42, 1, 6, 10, 25
42, 1, 6, 11, 24
42, 1, 6, 12, 23
42, 1, 6, 13, 22
42, 1, 6, 14, 21
42, 1, 6, 15, 20
42, 1, 6, 16, 19
42, 1, 6, 17, 18
42, 1, 7, 8, 26
42, 1, 7, 9, 25
42, 1, 7, 10, 24
42, 1, 7, 11, 23
42, 1, 7, 12, 22
42, 1, 7, 13, 21
42, 1, 7, 14, 20
42, 1, 7, 15, 19
42, 1, 7, 16, 18
42, 1, 8, 9, 24
42, 1, 8, 10, 23
42, 1, 8, 11, 22
42, 1, 8, 12, 21
42, 1, 8, 13, 20
42, 1, 8, 14, 19
42, 1, 8, 15, 18
42, 1, 8, 16, 17
42, 1, 9, 10, 22
42, 1, 9, 11, 21
42, 1, 9, 12, 20
42, 1, 9, 13, 19
42, 1, 9, 14, 18
42, 1, 9, 15, 17
42, 1, 10, 11, 20
42, 1, 10, 12, 19
42, 1, 10, 13, 18
42, 1, 10, 14, 17
42, 1, 10, 15, 16
42, 1, 11, 12, 18
42, 1, 11, 13, 17
42, 1, 11, 14, 16
42, 1, 12, 13, 16
42, 1, 12, 14, 15
42, 2, 3, 4, 33
42, 2, 3, 5, 32
42, 2, 3, 6, 31
42, 2, 3, 7, 30
42, 2, 3, 8, 29
42, 2, 3, 9, 28
42, 2, 3, 10, 27
42, 2, 3, 11, 26
42, 2, 3, 12, 25
42, 2, 3, 13, 24
42, 2, 3, 14, 23
42, 2, 3, 15, 22
42, 2, 3, 16, 21
42, 2, 3, 17, 20
42, 2, 3, 18, 19
42, 2, 4, 5, 31
42, 2, 4, 6, 30
42, 2, 4, 7, 29
42, 2, 4, 8, 28
42, 2, 4, 9, 27
42, 2, 4, 10, 26
42, 2, 4, 11, 25
42, 2, 4, 12, 24
42, 2, 4, 13, 23
42, 2, 4, 14, 22
42, 2, 4, 15, 21
42, 2, 4, 16, 20
42, 2, 4, 17, 19
42, 2, 5, 6, 29
42, 2, 5, 7, 28
42, 2, 5, 8, 27
42, 2, 5, 9, 26
42, 2, 5, 10, 25
42, 2, 5, 11, 24
42, 2, 5, 12, 23
42, 2, 5, 13, 22
42, 2, 5, 14, 21
42, 2, 5, 15, 20
42, 2, 5, 16, 19
42, 2, 5, 17, 18
42, 2, 6, 7, 27
42, 2, 6, 8, 26
42, 2, 6, 9, 25
42, 2, 6, 10, 24
42, 2, 6, 11, 23
42, 2, 6, 12, 22
42, 2, 6, 13, 21
42, 2, 6, 14, 20
42, 2, 6, 15, 19
42, 2, 6, 16, 18
42, 2, 7, 8, 25
42, 2, 7, 9, 24
42, 2, 7, 10, 23
42, 2, 7, 11, 22
42, 2, 7, 12, 21
42, 2, 7, 13, 20
42, 2, 7, 14, 19
42, 2, 7, 15, 18
42, 2, 7, 16, 17
42, 2, 8, 9, 23
42, 2, 8, 10, 22
42, 2, 8, 11, 21
42, 2, 8, 12, 20
42, 2, 8, 13, 19
42, 2, 8, 14, 18
42, 2, 8, 15, 17
42, 2, 9, 10, 21
42, 2, 9, 11, 20
42, 2, 9, 12, 19
42, 2, 9, 13, 18
42, 2, 9, 14, 17
42, 2, 9, 15, 16
42, 2, 10, 11, 19
42, 2, 10, 12, 18
42, 2, 10, 13, 17
42, 2, 10, 14, 16
42, 2, 11, 12, 17
42, 2, 11, 13, 16
42, 2, 11, 14, 15
42, 2, 12, 13, 15
42, 3, 4, 5, 30
42, 3, 4, 6, 29
42, 3, 4, 7, 28
42, 3, 4, 8, 27
42, 3, 4, 9, 26
42, 3, 4, 10, 25
42, 3, 4, 11, 24
42, 3, 4, 12, 23
42, 3, 4, 13, 22
42, 3, 4, 14, 21
42, 3, 4, 15, 20
42, 3, 4, 16, 19
42, 3, 4, 17, 18
42, 3, 5, 6, 28
42, 3, 5, 7, 27
42, 3, 5, 8, 26
42, 3, 5, 9, 25
42, 3, 5, 10, 24
42, 3, 5, 11, 23
42, 3, 5, 12, 22
42, 3, 5, 13, 21
42, 3, 5, 14, 20
42, 3, 5, 15, 19
42, 3, 5, 16, 18
42, 3, 6, 7, 26
42, 3, 6, 8, 25
42, 3, 6, 9, 24
42, 3, 6, 10, 23
42, 3, 6, 11, 22
42, 3, 6, 12, 21
42, 3, 6, 13, 20
42, 3, 6, 14, 19
42, 3, 6, 15, 18
42, 3, 6, 16, 17
42, 3, 7, 8, 24
42, 3, 7, 9, 23
42, 3, 7, 10, 22
42, 3, 7, 11, 21
42, 3, 7, 12, 20
42, 3, 7, 13, 19
42, 3, 7, 14, 18
42, 3, 7, 15, 17
42, 3, 8, 9, 22
42, 3, 8, 10, 21
42, 3, 8, 11, 20
42, 3, 8, 12, 19
42, 3, 8, 13, 18
42, 3, 8, 14, 17
